"Posição","Nome","Localidade","2017-2018","Unidade","Multiplicador"
"4.1.13.3","Biscoitos, roscas, etc.","Santa Catarina","4.927","kg/ano per capita",1
"4.1.13.3","Biscoitos, roscas, etc.","Rio Grande do Sul","3.676","kg/ano per capita",1
"4.1.13.3","Biscoitos, roscas, etc.","Mato Grosso do Sul","2.722","kg/ano per capita",1
"4.1.13.3","Biscoitos, roscas, etc.","Mato Grosso","3.137","kg/ano per capita",1
"4.1.13.3","Biscoitos, roscas, etc.","Goiás","3.980","kg/ano per capita",1
"4.1.13.3","Biscoitos, roscas, etc.","Distrito Federal","4.566","kg/ano per capita",1
"4.1.14","Pescados","Rondônia","2.369","kg/ano per capita",1
"4.1.14","Pescados","Acre","9.553","kg/ano per capita",1
"4.1.14","Pescados","Amazonas","13.998","kg/ano per capita",1
"4.1.14","Pescados","Roraima","3.475","kg/ano per capita",1
"4.1.14","Pescados","Pará","11.141","kg/ano per capita",1
"4.1.14","Pescados","Amapá","13.597","kg/ano per capita",1
"4.1.14","Pescados","Tocantins","1.039","kg/ano per capita",1
"4.1.14","Pescados","Maranhão","11.066","kg/ano per capita",1
"4.1.14","Pescados","Piauí","4.748","kg/ano per capita",1
"4.1.14","Pescados","Ceará","3.502","kg/ano per capita",1
"4.1.14","Pescados","Rio Grande do Norte","2.653","kg/ano per capita",1
"4.1.14","Pescados","Paraíba","2.795","kg/ano per capita",1
"4.1.14","Pescados","Pernambuco","3.019","kg/ano per capita",1
"4.1.14","Pescados","Alagoas","3.749","kg/ano per capita",1
"4.1.14","Pescados","Sergipe","4.588","kg/ano per capita",1
"4.1.14","Pescados","Bahia","2.347","kg/ano per capita",1
"4.1.14","Pescados","Minas Gerais","0.926","kg/ano per capita",1
"4.1.14","Pescados","Espírito Santo","1.127","kg/ano per capita",1
"4.1.14","Pescados","Rio de Janeiro","1.743","kg/ano per capita",1
"4.1.14","Pescados","São Paulo","1.449","kg/ano per capita",1
"4.1.14","Pescados","Paraná","0.860","kg/ano per capita",1
"4.1.14","Pescados","Santa Catarina","1.273","kg/ano per capita",1
"4.1.14","Pescados","Rio Grande do Sul","1.083","kg/ano per capita",1
"4.1.14","Pescados","Mato Grosso do Sul","1.027","kg/ano per capita",1
"4.1.14","Pescados","Mato Grosso","1.323","kg/ano per capita",1
"4.1.14","Pescados","Goiás","1.241","kg/ano per capita",1
"4.1.14","Pescados","Distrito Federal","2.461","kg/ano per capita",1
"4.1.14.1","Pescados de água salgada","Rondônia","0.119","kg/ano per capita",1
"4.1.14.1","Pescados de água salgada","Acre","1.045","kg/ano per capita",1
"4.1.14.1","Pescados de água salgada","Amazonas","1.120","kg/ano per capita",1
"4.1.14.1","Pescados de água salgada","Roraima","0.153","kg/ano per capita",1
"4.1.14.1","Pescados de água salgada","Pará","4.616","kg/ano per capita",1
"4.1.14.1","Pescados de água salgada","Amapá","3.158","kg/ano per capita",1
"4.1.14.1","Pescados de água salgada","Tocantins","0.200","kg/ano per capita",1
"4.1.14.1","Pescados de água salgada","Maranhão","6.038","kg/ano per capita",1
"4.1.14.1","Pescados de água salgada","Piauí","1.316","kg/ano per capita",1
"4.1.14.1","Pescados de água salgada","Ceará","1.894","kg/ano per capita",1
"4.1.14.1","Pescados de água salgada","Rio Grande do Norte","1.586","kg/ano per capita",1
"4.1.14.1","Pescados de água salgada","Paraíba","1.829","kg/ano per capita",1
"4.1.14.1","Pescados de água salgada","Pernambuco","2.148","kg/ano per capita",1
"4.1.14.1","Pescados de água salgada","Alagoas","2.151","kg/ano per capita",1
"4.1.14.1","Pescados de água salgada","Sergipe","3.105","kg/ano per capita",1
"4.1.14.1","Pescados de água salgada","Bahia","1.732","kg/ano per capita",1
"4.1.14.1","Pescados de água salgada","Minas Gerais","0.390","kg/ano per capita",1
"4.1.14.1","Pescados de água salgada","Espírito Santo","0.762","kg/ano per capita",1
"4.1.14.1","Pescados de água salgada","Rio de Janeiro","1.558","kg/ano per capita",1
"4.1.14.1","Pescados de água salgada","São Paulo","1.146","kg/ano per capita",1
"4.1.14.1","Pescados de água salgada","Paraná","0.466","kg/ano per capita",1
"4.1.14.1","Pescados de água salgada","Santa Catarina","0.722","kg/ano per capita",1
"4.1.14.1","Pescados de água salgada","Rio Grande do Sul","0.659","kg/ano per capita",1
"4.1.14.1","Pescados de água salgada","Mato Grosso do Sul","0.243","kg/ano per capita",1
"4.1.14.1","Pescados de água salgada","Mato Grosso","0.208","kg/ano per capita",1
"4.1.14.1","Pescados de água salgada","Goiás","0.310","kg/ano per capita",1
"4.1.14.1","Pescados de água salgada","Distrito Federal","1.357","kg/ano per capita",1
"4.1.14.2","Pescados de água doce","Rondônia","1.610","kg/ano per capita",1
"4.1.14.2","Pescados de água doce","Acre","6.127","kg/ano per capita",1
"4.1.14.2","Pescados de água doce","Amazonas","10.898","kg/ano per capita",1
"4.1.14.2","Pescados de água doce","Roraima","0.661","kg/ano per capita",1
"4.1.14.2","Pescados de água doce","Pará","4.558","kg/ano per capita",1
"4.1.14.2","Pescados de água doce","Amapá","8.504","kg/ano per capita",1
"4.1.14.2","Pescados de água doce","Tocantins","0.465","kg/ano per capita",1
"4.1.14.2","Pescados de água doce","Maranhão","2.699","kg/ano per capita",1
"4.1.14.2","Pescados de água doce","Piauí","2.961","kg/ano per capita",1
"4.1.14.2","Pescados de água doce","Ceará","0.997","kg/ano per capita",1
"4.1.14.2","Pescados de água doce","Rio Grande do Norte","0.598","kg/ano per capita",1
"4.1.14.2","Pescados de água doce","Paraíba","0.611","kg/ano per capita",1
"4.1.14.2","Pescados de água doce","Pernambuco","0.384","kg/ano per capita",1
"4.1.14.2","Pescados de água doce","Alagoas","0.710","kg/ano per capita",1
"4.1.14.2","Pescados de água doce","Sergipe","0.722","kg/ano per capita",1
"4.1.14.2","Pescados de água doce","Bahia","0.336","kg/ano per capita",1
"4.1.14.2","Pescados de água doce","Minas Gerais","0.393","kg/ano per capita",1
"4.1.14.2","Pescados de água doce","Espírito Santo","0.116","kg/ano per capita",1
"4.1.14.2","Pescados de água doce","Rio de Janeiro","0.022","kg/ano per capita",1
"4.1.14.2","Pescados de água doce","São Paulo","0.151","kg/ano per capita",1
"4.1.14.2","Pescados de água doce","Paraná","0.274","kg/ano per capita",1
"4.1.14.2","Pescados de água doce","Santa Catarina","0.232","kg/ano per capita",1
"4.1.14.2","Pescados de água doce","Rio Grande do Sul","0.342","kg/ano per capita",1
"4.1.14.2","Pescados de água doce","Mato Grosso do Sul","0.656","kg/ano per capita",1
"4.1.14.2","Pescados de água doce","Mato Grosso","0.807","kg/ano per capita",1
"4.1.14.2","Pescados de água doce","Goiás","0.552","kg/ano per capita",1
"4.1.14.2","Pescados de água doce","Distrito Federal","0.986","kg/ano per capita",1
"4.1.14.3","Pescados não especificados","Rondônia","0.640","kg/ano per capita",1
"4.1.14.3","Pescados não especificados","Acre","2.381","kg/ano per capita",1
"4.1.14.3","Pescados não especificados","Amazonas","1.981","kg/ano per capita",1
"4.1.14.3","Pescados não especificados","Roraima","2.661","kg/ano per capita",1
"4.1.14.3","Pescados não especificados","Pará","1.967","kg/ano per capita",1
"4.1.14.3","Pescados não especificados","Amapá","1.934","kg/ano per capita",1
"4.1.14.3","Pescados não especificados","Tocantins","0.373","kg/ano per capita",1
"4.1.14.3","Pescados não especificados","Maranhão","2.330","kg/ano per capita",1
"4.1.14.3","Pescados não especificados","Piauí","0.471","kg/ano per capita",1
"4.1.14.3","Pescados não especificados","Ceará","0.612","kg/ano per capita",1
"4.1.14.3","Pescados não especificados","Rio Grande do Norte","0.469","kg/ano per capita",1
"4.1.14.3","Pescados não especificados","Paraíba","0.355","kg/ano per capita",1
"4.1.14.3","Pescados não especificados","Pernambuco","0.487","kg/ano per capita",1
"4.1.14.3","Pescados não especificados","Alagoas","0.888","kg/ano per capita",1
"4.1.14.3","Pescados não especificados","Sergipe","0.760","kg/ano per capita",1
"4.1.14.3","Pescados não especificados","Bahia","0.279","kg/ano per capita",1
"4.1.14.3","Pescados não especificados","Minas Gerais","0.143","kg/ano per capita",1
"4.1.14.3","Pescados não especificados","Espírito Santo","0.249","kg/ano per capita",1
"4.1.14.3","Pescados não especificados","Rio de Janeiro","0.162","kg/ano per capita",1
"4.1.14.3","Pescados não especificados","São Paulo","0.152","kg/ano per capita",1
"4.1.14.3","Pescados não especificados","Paraná","0.120","kg/ano per capita",1
"4.1.14.3","Pescados não especificados","Santa Catarina","0.320","kg/ano per capita",1
"4.1.14.3","Pescados não especificados","Rio Grande do Sul","0.082","kg/ano per capita",1
"4.1.14.3","Pescados não especificados","Mato Grosso do Sul","0.128","kg/ano per capita",1
"4.1.14.3","Pescados não especificados","Mato Grosso","0.308","kg/ano per capita",1
"4.1.14.3","Pescados não especificados","Goiás","0.379","kg/ano per capita",1
"4.1.14.3","Pescados não especificados","Distrito Federal","0.118","kg/ano per capita",1
"4.1.15","Sais e condimentos","Rondônia","3.357","kg/ano per capita",1
"4.1.15","Sais e condimentos","Acre","1.970","kg/ano per capita",1
"4.1.15","Sais e condimentos","Amazonas","2.880","kg/ano per capita",1
"4.1.15","Sais e condimentos","Roraima","3.863","kg/ano per capita",1
"4.1.15","Sais e condimentos","Pará","3.609","kg/ano per capita",1
"4.1.15","Sais e condimentos","Amapá","4.262","kg/ano per capita",1
"4.1.15","Sais e condimentos","Tocantins","2.469","kg/ano per capita",1
"4.1.15","Sais e condimentos","Maranhão","3.579","kg/ano per capita",1
"4.1.15","Sais e condimentos","Piauí","3.135","kg/ano per capita",1
"4.1.15","Sais e condimentos","Ceará","2.550","kg/ano per capita",1
"4.1.15","Sais e condimentos","Rio Grande do Norte","4.022","kg/ano per capita",1
"4.1.15","Sais e condimentos","Paraíba","2.804","kg/ano per capita",1
"4.1.15","Sais e condimentos","Pernambuco","3.817","kg/ano per capita",1
"4.1.15","Sais e condimentos","Alagoas","3.477","kg/ano per capita",1
"4.1.15","Sais e condimentos","Sergipe","3.469","kg/ano per capita",1
"4.1.15","Sais e condimentos","Bahia","3.751","kg/ano per capita",1
"4.1.15","Sais e condimentos","Minas Gerais","4.181","kg/ano per capita",1
"4.1.15","Sais e condimentos","Espírito Santo","2.861","kg/ano per capita",1
"4.1.15","Sais e condimentos","Rio de Janeiro","4.205","kg/ano per capita",1
"4.1.15","Sais e condimentos","São Paulo","5.614","kg/ano per capita",1
"4.1.15","Sais e condimentos","Paraná","6.348","kg/ano per capita",1
"4.1.15","Sais e condimentos","Santa Catarina","6.693","kg/ano per capita",1
"4.1.15","Sais e condimentos","Rio Grande do Sul","6.511","kg/ano per capita",1
"4.1.15","Sais e condimentos","Mato Grosso do Sul","4.362","kg/ano per capita",1
"4.1.15","Sais e condimentos","Mato Grosso","4.149","kg/ano per capita",1
"4.1.15","Sais e condimentos","Goiás","3.830","kg/ano per capita",1
"4.1.15","Sais e condimentos","Distrito Federal","3.760","kg/ano per capita",1
"4.1.15.1","Sais","Rondônia","1.298","kg/ano per capita",1
"4.1.15.1","Sais","Acre","0.995","kg/ano per capita",1
"4.1.15.1","Sais","Amazonas","1.476","kg/ano per capita",1
"4.1.15.1","Sais","Roraima","1.409","kg/ano per capita",1
"4.1.15.1","Sais","Pará","1.900","kg/ano per capita",1
"4.1.15.1","Sais","Amapá","1.922","kg/ano per capita",1
"4.1.15.1","Sais","Tocantins","1.203","kg/ano per capita",1
"4.1.15.1","Sais","Maranhão","2.154","kg/ano per capita",1
"4.1.15.1","Sais","Piauí","1.952","kg/ano per capita",1
"4.1.15.1","Sais","Ceará","1.322","kg/ano per capita",1
"4.1.15.1","Sais","Rio Grande do Norte","1.453","kg/ano per capita",1
"4.1.15.1","Sais","Paraíba","0.958","kg/ano per capita",1
"4.1.15.1","Sais","Pernambuco","1.352","kg/ano per capita",1
"4.1.15.1","Sais","Alagoas","1.409","kg/ano per capita",1
"4.1.15.1","Sais","Sergipe","1.424","kg/ano per capita",1
"4.1.15.1","Sais","Bahia","1.225","kg/ano per capita",1
"4.1.15.1","Sais","Minas Gerais","1.472","kg/ano per capita",1
"4.1.15.1","Sais","Espírito Santo","1.242","kg/ano per capita",1
"4.1.15.1","Sais","Rio de Janeiro","1.478","kg/ano per capita",1
"4.1.15.1","Sais","São Paulo","1.362","kg/ano per capita",1
"4.1.15.1","Sais","Paraná","2.058","kg/ano per capita",1
"4.1.15.1","Sais","Santa Catarina","2.450","kg/ano per capita",1
"4.1.15.1","Sais","Rio Grande do Sul","2.038","kg/ano per capita",1
"4.1.15.1","Sais","Mato Grosso do Sul","1.545","kg/ano per capita",1
"4.1.15.1","Sais","Mato Grosso","1.548","kg/ano per capita",1
"4.1.15.1","Sais","Goiás","1.497","kg/ano per capita",1
"4.1.15.1","Sais","Distrito Federal","0.848","kg/ano per capita",1
"4.1.15.2","Condimentos","Rondônia","2.059","kg/ano per capita",1
"4.1.15.2","Condimentos","Acre","0.975","kg/ano per capita",1
"4.1.15.2","Condimentos","Amazonas","1.404","kg/ano per capita",1
"4.1.15.2","Condimentos","Roraima","2.454","kg/ano per capita",1
"4.1.15.2","Condimentos","Pará","1.709","kg/ano per capita",1
"4.1.15.2","Condimentos","Amapá","2.340","kg/ano per capita",1
"4.1.15.2","Condimentos","Tocantins","1.266","kg/ano per capita",1
"4.1.15.2","Condimentos","Maranhão","1.425","kg/ano per capita",1
"4.1.15.2","Condimentos","Piauí","1.183","kg/ano per capita",1
"4.1.15.2","Condimentos","Ceará","1.229","kg/ano per capita",1
"4.1.15.2","Condimentos","Rio Grande do Norte","2.569","kg/ano per capita",1
"4.1.15.2","Condimentos","Paraíba","1.846","kg/ano per capita",1
"4.1.15.2","Condimentos","Pernambuco","2.465","kg/ano per capita",1
"4.1.15.2","Condimentos","Alagoas","2.067","kg/ano per capita",1
"4.1.15.2","Condimentos","Sergipe","2.045","kg/ano per capita",1
"4.1.15.2","Condimentos","Bahia","2.527","kg/ano per capita",1
"4.1.15.2","Condimentos","Minas Gerais","2.709","kg/ano per capita",1
"4.1.15.2","Condimentos","Espírito Santo","1.619","kg/ano per capita",1
"4.1.15.2","Condimentos","Rio de Janeiro","2.727","kg/ano per capita",1
"4.1.15.2","Condimentos","São Paulo","4.251","kg/ano per capita",1
"4.1.15.2","Condimentos","Paraná","4.290","kg/ano per capita",1
"4.1.15.2","Condimentos","Santa Catarina","4.243","kg/ano per capita",1
"4.1.15.2","Condimentos","Rio Grande do Sul","4.473","kg/ano per capita",1
"4.1.15.2","Condimentos","Mato Grosso do Sul","2.817","kg/ano per capita",1
"4.1.15.2","Condimentos","Mato Grosso","2.602","kg/ano per capita",1
"4.1.15.2","Condimentos","Goiás","2.334","kg/ano per capita",1
"4.1.15.2","Condimentos","Distrito Federal","2.912","kg/ano per capita",1
"4.1.16","Vísceras","Rondônia","0.594","kg/ano per capita",1
"4.1.16","Vísceras","Acre","0.163","kg/ano per capita",1
"4.1.16","Vísceras","Amazonas","0.869","kg/ano per capita",1
"4.1.16","Vísceras","Roraima","0.374","kg/ano per capita",1
"4.1.16","Vísceras","Pará","0.902","kg/ano per capita",1
"4.1.16","Vísceras","Amapá","0.581","kg/ano per capita",1
"4.1.16","Vísceras","Tocantins","0.345","kg/ano per capita",1
"4.1.16","Vísceras","Maranhão","1.175","kg/ano per capita",1
"4.1.16","Vísceras","Piauí","0.691","kg/ano per capita",1
"4.1.16","Vísceras","Ceará","0.457","kg/ano per capita",1
"4.1.16","Vísceras","Rio Grande do Norte","0.781","kg/ano per capita",1
"4.1.16","Vísceras","Paraíba","0.567","kg/ano per capita",1
"4.1.16","Vísceras","Pernambuco","0.745","kg/ano per capita",1
"4.1.16","Vísceras","Alagoas","0.426","kg/ano per capita",1
"4.1.16","Vísceras","Sergipe","1.008","kg/ano per capita",1
"4.1.16","Vísceras","Bahia","1.095","kg/ano per capita",1
"4.1.16","Vísceras","Minas Gerais","0.529","kg/ano per capita",1
"4.1.16","Vísceras","Espírito Santo","0.290","kg/ano per capita",1
"4.1.16","Vísceras","Rio de Janeiro","0.466","kg/ano per capita",1
"4.1.16","Vísceras","São Paulo","0.372","kg/ano per capita",1
"4.1.16","Vísceras","Paraná","0.439","kg/ano per capita",1
"4.1.16","Vísceras","Santa Catarina","0.368","kg/ano per capita",1
"4.1.16","Vísceras","Rio Grande do Sul","0.350","kg/ano per capita",1
"4.1.16","Vísceras","Mato Grosso do Sul","0.548","kg/ano per capita",1
"4.1.16","Vísceras","Mato Grosso","0.729","kg/ano per capita",1
"4.1.16","Vísceras","Goiás","0.464","kg/ano per capita",1
"4.1.16","Vísceras","Distrito Federal","0.340","kg/ano per capita",1
"4.1.16.1","Vísceras bovinas","Rondônia","0.584","kg/ano per capita",1
"4.1.16.1","Vísceras bovinas","Acre","0.156","kg/ano per capita",1
"4.1.16.1","Vísceras bovinas","Amazonas","0.859","kg/ano per capita",1
"4.1.16.1","Vísceras bovinas","Roraima","0.365","kg/ano per capita",1
"4.1.16.1","Vísceras bovinas","Pará","0.875","kg/ano per capita",1
"4.1.16.1","Vísceras bovinas","Amapá","0.581","kg/ano per capita",1
"4.1.16.1","Vísceras bovinas","Tocantins","0.283","kg/ano per capita",1
"4.1.16.1","Vísceras bovinas","Maranhão","1.128","kg/ano per capita",1
"4.1.16.1","Vísceras bovinas","Piauí","0.667","kg/ano per capita",1
"4.1.16.1","Vísceras bovinas","Ceará","0.415","kg/ano per capita",1
"4.1.16.1","Vísceras bovinas","Rio Grande do Norte","0.749","kg/ano per capita",1
"4.1.16.1","Vísceras bovinas","Paraíba","0.471","kg/ano per capita",1
"4.1.16.1","Vísceras bovinas","Pernambuco","0.713","kg/ano per capita",1
"4.1.16.1","Vísceras bovinas","Alagoas","0.406","kg/ano per capita",1
"4.1.16.1","Vísceras bovinas","Sergipe","0.959","kg/ano per capita",1
"4.1.16.1","Vísceras bovinas","Bahia","1.009","kg/ano per capita",1
"4.1.16.1","Vísceras bovinas","Minas Gerais","0.372","kg/ano per capita",1
"4.1.16.1","Vísceras bovinas","Espírito Santo","0.284","kg/ano per capita",1
"4.1.16.1","Vísceras bovinas","Rio de Janeiro","0.446","kg/ano per capita",1
"4.1.16.1","Vísceras bovinas","São Paulo","0.296","kg/ano per capita",1
"4.1.16.1","Vísceras bovinas","Paraná","0.256","kg/ano per capita",1
"4.1.16.1","Vísceras bovinas","Santa Catarina","0.255","kg/ano per capita",1
"4.1.16.1","Vísceras bovinas","Rio Grande do Sul","0.337","kg/ano per capita",1
"4.1.16.1","Vísceras bovinas","Mato Grosso do Sul","0.481","kg/ano per capita",1
"4.1.16.1","Vísceras bovinas","Mato Grosso","0.721","kg/ano per capita",1
"4.1.16.1","Vísceras bovinas","Goiás","0.306","kg/ano per capita",1
"4.1.16.1","Vísceras bovinas","Distrito Federal","0.302","kg/ano per capita",1
"4.1.16.2","Vísceras suínas","Rondônia","0.010","kg/ano per capita",1
"4.1.16.2","Vísceras suínas","Acre","-","kg/ano per capita",1
"4.1.16.2","Vísceras suínas","Amazonas","0.009","kg/ano per capita",1
"4.1.16.2","Vísceras suínas","Roraima","0.008","kg/ano per capita",1
"4.1.16.2","Vísceras suínas","Pará","0.027","kg/ano per capita",1
"4.1.16.2","Vísceras suínas","Amapá","-","kg/ano per capita",1
"4.1.16.2","Vísceras suínas","Tocantins","0.063","kg/ano per capita",1
"4.1.16.2","Vísceras suínas","Maranhão","0.026","kg/ano per capita",1
"4.1.16.2","Vísceras suínas","Piauí","0.023","kg/ano per capita",1
"4.1.16.2","Vísceras suínas","Ceará","0.032","kg/ano per capita",1
"4.1.16.2","Vísceras suínas","Rio Grande do Norte","0.018","kg/ano per capita",1
"4.1.16.2","Vísceras suínas","Paraíba","0.004","kg/ano per capita",1
"4.1.16.2","Vísceras suínas","Pernambuco","0.021","kg/ano per capita",1
"4.1.16.2","Vísceras suínas","Alagoas","0.020","kg/ano per capita",1
"4.1.16.2","Vísceras suínas","Sergipe","0.044","kg/ano per capita",1
"4.1.16.2","Vísceras suínas","Bahia","0.049","kg/ano per capita",1
"4.1.16.2","Vísceras suínas","Minas Gerais","0.157","kg/ano per capita",1
"4.1.16.2","Vísceras suínas","Espírito Santo","0.004","kg/ano per capita",1
"4.1.16.2","Vísceras suínas","Rio de Janeiro","0.021","kg/ano per capita",1
"4.1.16.2","Vísceras suínas","São Paulo","0.060","kg/ano per capita",1
"4.1.16.2","Vísceras suínas","Paraná","0.184","kg/ano per capita",1
"4.1.16.2","Vísceras suínas","Santa Catarina","0.105","kg/ano per capita",1
"4.1.16.2","Vísceras suínas","Rio Grande do Sul","0.013","kg/ano per capita",1
"4.1.16.2","Vísceras suínas","Mato Grosso do Sul","0.050","kg/ano per capita",1
"4.1.16.2","Vísceras suínas","Mato Grosso","0.008","kg/ano per capita",1
"4.1.16.2","Vísceras suínas","Goiás","0.158","kg/ano per capita",1
"4.1.16.2","Vísceras suínas","Distrito Federal","0.038","kg/ano per capita",1
"4.1.16.3","Outras vísceras","Rondônia","-","kg/ano per capita",1
"4.1.16.3","Outras vísceras","Acre","0.007","kg/ano per capita",1
"4.1.16.3","Outras vísceras","Amazonas","-","kg/ano per capita",1
"4.1.16.3","Outras vísceras","Roraima","-","kg/ano per capita",1
"4.1.16.3","Outras vísceras","Pará","-","kg/ano per capita",1
"4.1.16.3","Outras vísceras","Amapá","-","kg/ano per capita",1
"4.1.16.3","Outras vísceras","Tocantins","-","kg/ano per capita",1
"4.1.16.3","Outras vísceras","Maranhão","0.021","kg/ano per capita",1
"4.1.16.3","Outras vísceras","Piauí","-","kg/ano per capita",1
"4.1.16.3","Outras vísceras","Ceará","0.010","kg/ano per capita",1
"4.1.16.3","Outras vísceras","Rio Grande do Norte","0.015","kg/ano per capita",1
"4.1.16.3","Outras vísceras","Paraíba","0.092","kg/ano per capita",1
"4.1.16.3","Outras vísceras","Pernambuco","0.011","kg/ano per capita",1
"4.1.16.3","Outras vísceras","Alagoas","-","kg/ano per capita",1
"4.1.16.3","Outras vísceras","Sergipe","0.004","kg/ano per capita",1
"4.1.16.3","Outras vísceras","Bahia","0.038","kg/ano per capita",1
"4.1.16.3","Outras vísceras","Minas Gerais","-","kg/ano per capita",1
"4.1.16.3","Outras vísceras","Espírito Santo","0.003","kg/ano per capita",1
"4.1.16.3","Outras vísceras","Rio de Janeiro","-","kg/ano per capita",1
"4.1.16.3","Outras vísceras","São Paulo","0.016","kg/ano per capita",1
"4.1.16.3","Outras vísceras","Paraná","-","kg/ano per capita",1
"4.1.16.3","Outras vísceras","Santa Catarina","0.008","kg/ano per capita",1
"4.1.16.3","Outras vísceras","Rio Grande do Sul","-","kg/ano per capita",1
"4.1.16.3","Outras vísceras","Mato Grosso do Sul","0.016","kg/ano per capita",1
"4.1.16.3","Outras vísceras","Mato Grosso","-","kg/ano per capita",1
"4.1.16.3","Outras vísceras","Goiás","-","kg/ano per capita",1
"4.1.16.3","Outras vísceras","Distrito Federal","-","kg/ano per capita",1
"4.1.17","Outros produtos","Rondônia","0.008","kg/ano per capita",1
"4.1.17","Outros produtos","Acre","0.053","kg/ano per capita",1
"4.1.17","Outros produtos","Amazonas","0.040","kg/ano per capita",1
"4.1.17","Outros produtos","Roraima","0.012","kg/ano per capita",1
"4.1.17","Outros produtos","Pará","0.004","kg/ano per capita",1
"4.1.17","Outros produtos","Amapá","0.004","kg/ano per capita",1
"4.1.17","Outros produtos","Tocantins","-","kg/ano per capita",1
"4.1.17","Outros produtos","Maranhão","0.015","kg/ano per capita",1
"4.1.17","Outros produtos","Piauí","-","kg/ano per capita",1
"4.1.17","Outros produtos","Ceará","0.001","kg/ano per capita",1
"4.1.17","Outros produtos","Rio Grande do Norte","0.015","kg/ano per capita",1
"4.1.17","Outros produtos","Paraíba","0.003","kg/ano per capita",1
"4.1.17","Outros produtos","Pernambuco","0.008","kg/ano per capita",1
"4.1.17","Outros produtos","Alagoas","-","kg/ano per capita",1
"4.1.17","Outros produtos","Sergipe","0.004","kg/ano per capita",1
"4.1.17","Outros produtos","Bahia","0.003","kg/ano per capita",1
"4.1.17","Outros produtos","Minas Gerais","0.012","kg/ano per capita",1
"4.1.17","Outros produtos","Espírito Santo","0.010","kg/ano per capita",1
"4.1.17","Outros produtos","Rio de Janeiro","0.000","kg/ano per capita",1
"4.1.17","Outros produtos","São Paulo","0.003","kg/ano per capita",1
"4.1.17","Outros produtos","Paraná","0.020","kg/ano per capita",1
"4.1.17","Outros produtos","Santa Catarina","0.024","kg/ano per capita",1
"4.1.17","Outros produtos","Rio Grande do Sul","0.007","kg/ano per capita",1
"4.1.17","Outros produtos","Mato Grosso do Sul","0.003","kg/ano per capita",1
"4.1.17","Outros produtos","Mato Grosso","0.006","kg/ano per capita",1
"4.1.17","Outros produtos","Goiás","0.015","kg/ano per capita",1
"4.1.17","Outros produtos","Distrito Federal","0.026","kg/ano per capita",1
"5","Participação relativa dos grupos e subgrupos de alimentos no total de calorias determinado pela aquisição alimentar domiciliar",,,"",""
"5.1","Grupos e subgrupos de alimentos",,,"",""
"5.1.1","Total","Rondônia","100.0","%",1
"5.1.1","Total","Acre","100.0","%",1
"5.1.1","Total","Amazonas","100.0","%",1
"5.1.1","Total","Roraima","100.0","%",1
"5.1.1","Total","Pará","100.0","%",1
"5.1.1","Total","Amapá","100.0","%",1
"5.1.1","Total","Tocantins","100.0","%",1
"5.1.1","Total","Maranhão","100.0","%",1
"5.1.1","Total","Piauí","100.0","%",1
"5.1.1","Total","Ceará","100.0","%",1
"5.1.1","Total","Rio Grande do Norte","100.0","%",1
"5.1.1","Total","Paraíba","100.0","%",1
"5.1.1","Total","Pernambuco","100.0","%",1
"5.1.1","Total","Alagoas","100.0","%",1
"5.1.1","Total","Sergipe","100.0","%",1
"5.1.1","Total","Bahia","100.0","%",1
"5.1.1","Total","Minas Gerais","100.0","%",1
"5.1.1","Total","Espírito Santo","100.0","%",1
"5.1.1","Total","Rio de Janeiro","100.0","%",1
"5.1.1","Total","São Paulo","100.0","%",1
"5.1.1","Total","Paraná","100.0","%",1
"5.1.1","Total","Santa Catarina","100.0","%",1
"5.1.1","Total","Rio Grande do Sul","100.0","%",1
"5.1.1","Total","Mato Grosso do Sul","100.0","%",1
"5.1.1","Total","Mato Grosso","100.0","%",1
"5.1.1","Total","Goiás","100.0","%",1
"5.1.1","Total","Distrito Federal","100.0","%",1
"5.1.2","Alimentos in natura e minimamente processados","Rondônia","54.5","%",1
"5.1.2","Alimentos in natura e minimamente processados","Acre","57.7","%",1
"5.1.2","Alimentos in natura e minimamente processados","Amazonas","53.4","%",1
"5.1.2","Alimentos in natura e minimamente processados","Roraima","55.4","%",1
"5.1.2","Alimentos in natura e minimamente processados","Pará","60.2","%",1
"5.1.2","Alimentos in natura e minimamente processados","Amapá","58.2","%",1
"5.1.2","Alimentos in natura e minimamente processados","Tocantins","66.4","%",1
"5.1.2","Alimentos in natura e minimamente processados","Maranhão","67.3","%",1
"5.1.2","Alimentos in natura e minimamente processados","Piauí","64.3","%",1
"5.1.2","Alimentos in natura e minimamente processados","Ceará","54.4","%",1
"5.1.2","Alimentos in natura e minimamente processados","Rio Grande do Norte","50.4","%",1
"5.1.2","Alimentos in natura e minimamente processados","Paraíba","50.8","%",1
"5.1.2","Alimentos in natura e minimamente processados","Pernambuco","48.8","%",1
"5.1.2","Alimentos in natura e minimamente processados","Alagoas","52.6","%",1
"5.1.2","Alimentos in natura e minimamente processados","Sergipe","54.0","%",1
"5.1.2","Alimentos in natura e minimamente processados","Bahia","51.3","%",1
"5.1.2","Alimentos in natura e minimamente processados","Minas Gerais","46.2","%",1
"5.1.2","Alimentos in natura e minimamente processados","Espírito Santo","46.4","%",1
"5.1.2","Alimentos in natura e minimamente processados","Rio de Janeiro","45.9","%",1
